long/lat,C/E'd,Uploaded on map,Multiple offices?,The?,Organization Name (English),Organization Name (Chinese),Professional Supervisory Unit (English),Professional Supervisory Unit (Chinese),Organization Origin,Field of Work,Field of Work (Chinese),Registration Location,Date of Registration,Permitted Area(s) of Operation,Website (English),Website (Chinese),Address,Month,Aging,Agriculture,Animal Protection,Arts and Culture,Civil Soc'y Cap'y building,Disabilities,Disaster Relief,Econ. Development,Education,Energy,Environment,Ethnic Affairs,Gender Issues,Health,Human Rights,Infrastructure,Int'l Relations/Exchange,Labor,Law and Governance,LGBTQ Issues,Media,Migrants,Poverty Alleviation,Religion,Rural Issues/Devt,Sport,Technology,Tourism,Trade,Urban Issues/Devt,Youth,ALL OF CHINA,Anhui,Beijing,Chongqing,Fujian,Gansu,Guangdong,Guangxi,Guizhou,Hainan,Hebei,Heilongjiang,Henan,Hubei,Hunan,Inner Mongolia,Jiangsu,Jiangxi,Jilin,Liaoning,Ningxia,Qinghai,Shaanxi,Shandong,Shanghai,Shanxi,Sichuan,Tianjin,Tibet,Xinjiang,Xinjiang Bingtuan,Yunnan,Zhejiang,Unknown,Sum sectors,Sum provinces,actarea_ch,Date of Change,Type of change,US Location
"116.462684, 39.945839",x,x,1,,German Academic Exchange Service (DAAD) (Beijing),德国学术交流中心,Ministry of Education,中华人民共和国教育部,Germany,Education,提供关于德国高等教育、研究的相关信息和咨询，向中德学生、学者提供奖学金，促进双边科研项目和高校合作框架下的交流，资助客座教授项目，为留德校友联络提供支持。,Beijing,2017-11-30,"Beijing, Chongqing, Gansu, Hebei, Heilongjiang, Henan, Hubei, Inner Mongolia, Jiangxi, Jilin, Liaoning, Ningxia, Qinghai, Shaanxi, Shandong, Shanxi, Sichuan, Tianjin, Tibet, Xinjiang, Yunnan",https://www.daad.de/en/,http://www.daad.org.cn/zh/,北京市朝阳区 东三环北路8号院6号楼1718单元,11,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,1,,1,,,,,1,1,1,1,,1,,1,1,1,1,1,1,1,,1,1,1,1,1,,1,,,1,21,"北京市,天津市,河北省,山西省,内蒙古自治区,辽宁省,吉林省,黑龙江省,江西省,山东省,河南省,湖北省,重庆市,四川省,云南省,西藏自治区,陕西省,甘肃省,青海省,宁夏回族自治区,新疆维吾尔自治区",,,
"113.291049, 23.093194",x,x,1,,German Academic Exchange Service (DAAD) (Guangdong),德国学术交流中心,Guangdong Department of Education,广东省教育厅,Germany,"Education, International Relations/Exchange, Youth",提供关于德国高等教育、研究的相关信息和咨询，向中德学生、学者提供关于奖学金的信息，促进双边科研项目、高校框架下的交流，为德国校友联络提供支持。,Guangdong,2018-04-24,"Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hunan",https://www.daad.de/en/,http://www.daad.org.cn/zh/,广东省广州市海珠区 新港西路135号中山大学外国语学院601室,16,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,1,,1,1,1,1,,,,,1,,,,,,,,,,,,,,,,,,,,3,6,"福建省,湖南省,广东省,广西壮族自治区,海南省,贵州省",,,
"121.453389, 31.220981",x,x,1,The,German Academic Exchange Service (DAAD) (Shanghai),德国学术交流中心,Shanghai Commission of Education,上海市教育委员会,Germany,"Education, International Relations/Exchange, Youth",提供关于德国高等教育、研究的相关信息和咨询，向中德学生、学者提供奖学金，促进双边科研项目、高校合作框架下的交流，资助客座教授项目，为德国校友联络提供支持。,Shanghai,2018-11-09,Shanghai,https://www.daad.de/en/,http://www.daad.org.cn/zh/,上海市静安区巨鹿路628号3楼,23,,,,,,,,,1,,,,,,,,1,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,3,1,上海市,,,
"121.404107, 31.202564",x,x,,,Gifu Industry and Economy Revitalization Center,日本公益财团法人岐阜县产业经济振兴中心,Shanghai Commission of Commerce,上海市商务委员会,Japan,Trade,从事有关在华贸易和投资方面的信息交流、市场调研，为促进两地间经贸来往进行业务联络。,Shanghai,2017-09-11,China,,,上海市长宁区延安西路2201号上海国际贸易中心1906室,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"116.378459, 39.97113",x,x,,,Give2Asia,赠与亚洲,Chinese People’s Association for Friendship with Foreign Countries,中国人民对外友好协会,United States,"Arts and Culture, Civil Society Capacity-Building, Disaster Relief, Economic Development, Education, Environment, Gender Issues, Health, International Relations/Exchange, Youth",支持促进中国可持续发展的公益慈善项目，在教育、健康医疗、环境、灾害管理、生计发展、社区服务、传统文化保护、社会综合发展、妇女儿童保护等领域，开展公益慈善捐赠及管理，提供公益咨询服务；开展其他有益于社会发展的公益项目；支持中国对外合作和友好交流，支持公益人才培养及社区性合作，促进亚洲及世界的繁荣与发展。,Beijing,2017-06-30,China,http://www.give2asia.org/,,北京市海淀区马甸东路17号金澳国际写字楼607,6,,,,1,1,,1,1,1,,1,,1,1,,,1,,,,,,,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,0,中国境内,,,
"121.524225, 31.227092",x,x,,,Global Alliance of SMEs,全球中小企业联盟,Shanghai Commission of Commerce,上海市商务委员会,United States,Trade,从事有关在华贸易和投资方面的信息交流、市场调研，为促进中外中小企业经贸往来进行业务联络,Shanghai,2017-09-29,China,http://www.globalsmes.org/,http://www.globalsmes.org/index_cn.php,上海市浦东新区 东方路800号宝安大厦1801室,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"113.320650, 23.120028",x,x,,,Global Chinese General Chamber of Commerce,全球华人联合总商会,Guangdong Department of Commerce,广东省商务厅,Hong Kong,"Aging, Arts and Culture, Disabilities, Environment, Gender Issues, International Relations/Exchange, Trade, Youth",团结和联合世界各地的华人、华侨、华裔、华商，促进祖国与居住国之间的经济，文化交流合作，提升华人在世界经济、文化、艺术等领域的地位和形象，弘扬中华民族的优秀传统文化，积极参与、支援、促进世界和平发展，保护地球环境，关心和关注妇女、儿童和老人等公益慈善事业，关注养老养生、残疾人慈善基金事业的建设和发展。,Guangdong,2018-10-08,"Beijing, Chongqing, Fujian, Guangdong, Guangxi, Guizhou, Hainan, Hebei, Henan, Hubei, Hunan, Jiangsu, Jiangxi, Liaoning, Shanghai, Sichuan, Tianjin, Yunnan, Zhejiang",,,广东省广州市天河区 珠江新城华强路9号中盈大厦2706房,22,1,,,1,,1,,,,,1,,1,,,,1,,,,,,,,,,,,1,,1,,,1,1,1,,1,1,1,1,1,,1,1,1,,1,1,,1,,,,,1,,1,1,,,,1,1,,8,19,"北京市,天津市,河北省,辽宁省,上海市,江苏省,浙江省,福建省,江西省,河南省,湖北省,湖南省,广东省,广西壮族自治区,海南省,重庆市,四川省,贵州省,云南省",,,
"108.841436, 34.238806",x,x,,,Global Volunteers,环球志愿者,Shaanxi Department of Education,陕西省教育厅,United States,Education,为中国英语学习者提供义务英语听说教学服务。,Shaanxi,2017-05-27,"Shaanxi, Yunnan",https://globalvolunteers.org/china/,,陕西省西安市雁塔区 鱼化工业园北岳路1号,5,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,1,2,"云南省,陕西省",,,
"121.529292, 31.238137",x,x,,,GlobalGiving,全球赠与基金会,Shanghai People’s Association for Friendship with Foreign Countries,上海市人民对外友好协会,United States,"Civil Society Capacity-Building, Disaster Relief, Education, Health, International Relations/Exchange, Poverty Alleviation",连接全世界的捐助者与中国的慈善和教育机构（包括大学和登记注册的扶贫、教育、健康、灾后重建、管理领域的慈善组织）；慈善组织的能力建设（通过全球赠与的全球网络和专家）,Shanghai,2018-05-31,"Beijing, Chongqing, Guangdong, Hubei, Jiangsu, Shaanxi, Shanghai, Sichuan, Tianjin, Yunnan",https://www.globalgiving.org/,,上海市浦东新区 乳山路204号103室,17,,,,,1,,1,,1,,,,,1,,,1,,,,,,1,,,,,,,,,,,1,1,,,1,,,,,,,1,,,1,,,,,,1,,1,,1,1,,,,1,,,6,10,"北京市,天津市,上海市,江苏省,湖北省,广东省,重庆市,四川省,云南省,陕西省",,,
"117.271399, 34.289575",x,x,,,Go and Love Foundation (Jiangsu),美国传仁基金会,Jiangsu Department of Education,江苏省教育厅,United States,"Education, Environment, Health",教育、慈善、环保、卫生,Jiangsu,2019-10-22,Jiangsu,https://golovefoundation.org/main/,https://golovefoundation.org/main/?lang=zh-hant,江苏省徐州市贾汪区 月星环球商业中心A914,34,,,,,,,,,1,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,3,1,江苏省,,,
"102.700039, 24.988849",x,x,,,Go and Love Foundation (Yunnan),传仁基金会,Yunnan Office of Overseas Chinese Affairs,云南省人民政府侨务办公室,United States,"Agriculture, Disabilities, Education, Environment, Health, Infrastructure, Poverty Alleviation, Rural Issues/Development, Youth",1、帮助特困青少年给予助学金资助；2、麻风病人康复及残疾人照顾服务等；3、农村贫困生计申请资金资助及农业技术培训；4、环保厕所的建设。,Yunnan,2017-12-18,Yunnan,http://golovefoundation.org/beta15/,http://golovefoundation.org/beta15/?lang=zh-hant,云南省昆明市西山区 广福城沁福园1栋707号,12,,1,,,,1,,,1,,1,,,1,,1,,,,,,,1,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,9,1,云南省,,,
"108.289784, 22.832931",x,x,,,Grace Vessel,香港恩友行动,Guangxi Department of Education,广西壮族自治区教育厅        ,Hong Kong,"Education, Health, Poverty Alleviation",主要业务领域：教育 - 基础教育 （1）        资助家庭经济困难学生的捐资助学活动； （2）        改善学校办学条件； （3）        在助学同时，也会帮助受助学生本人或家人的医疗和济困需要。,Guangxi,2017-10-19,Guangxi,http://www.gracevessel.org.hk/eng/introduction.html,http://www.gracevessel.org.hk/big5/introduction.html,广西壮族自治区南宁市西乡塘区 中国广西南宁市大学东路98号世贸西城广场B区E栋1305号房,10,,,,,,,,,1,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,3,1,广西壮族自治区,,,
"116.442332, 39.893146",x,x,,The,Grain and Feed Trade Association (GAFTA),谷物与饲料贸易协会,Beijing Bureau of Agriculture and Rural Affairs (formerly Beijing Bureau of Agriculture),北京市农业局,United Kingdom,"Law and Governance, Technology, Trade",提供有关粮食贸易方面的活动培训、技术服务、仲裁服务等非营利性活动。,Beijing,2017-11-29,"Beijing, Guangdong, Hebei, Liaoning, Shandong, Shanghai",https://www.gafta.com/,http://www.gafta.com.cn/,北京市东城区广渠门南小街1号领行国际1号楼1单元1607室,11,,,,,,,,,,,,,,,,,,,1,,,,,,,,1,,1,,,,,1,,,,1,,,,1,,,,,,,,,1,,,,1,1,,,,,,,,,,3,6,"北京市,河北省,辽宁省,上海市,山东省,广东省",,,
"112.893140, 28.214834",,x,,,Granada Industrial Navigation Association,格拉纳达工商航海协会,Hunan Department of Commerce,商务厅,Spain,"Economic Development, Trade",商会提供活动和服务，促进公司的管理，向公司提供技术援助，培训、国际化和雇用熟练的专业人员，并最终促进公司的经济发展,Hunan,2019-11-21,Hunan,,,湖南省长沙市岳麓区 长沙高新区麓谷大道662号长沙软件园后栋二楼长沙高新区国际科技商务平台015办公室,35,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,2,1,湖南省,,,
"119.323124, 26.046408",x,x,,,Gratia Foundation,华恩基金会有限公司,State Council Overseas Chinese Affairs Office,国务院侨务办公室,Hong Kong,"Disaster Relief, Education, Poverty Alleviation, Youth",1.孤儿院：设立及营运儿童村（孤儿院）：帮助孤儿、在囚人士子女、及特困儿童，为他们营造一个全面有爱的家，为他们的生命带来转机； 2.助学：经济资助贫苦学生，主要是中学生及大学生完成学业，以爱协助他们创造自己的未来。 3.扶贫救灾：以物资及心灵关怀，帮助因为天灾、人祸及疾苦困扰之群体脱离苦痛艰涩，跨越困境。,Guangxi,2017-07-28,China,http://www.gratia.org.hk/en,http://www.gratia.org.hk/,广西壮族自治区河池市都安瑶族自治县 广西都安瑶族自治县地苏镇镇安村华恩角声儿童村,7,,,,,,,1,,1,,,,,,,,,,,,,,1,,,,,,,,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,中国境内,,,
"122.341447, 42.952695",x,x,,,Green-Net ,绿化网络,Inner Mongolia Forestry and Grassland Administration (formerly Inner Mongolia Forestry Administration),内蒙古自治区林业厅,Japan,Environment,内蒙古沙漠绿化及宣传,Inner Mongolia,2019-04-02,Inner Mongolia,N/A,N/A,内蒙古自治区通辽市科尔沁左翼后旗 甘旗卡镇田园小区3号楼,28,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,1,1,内蒙古自治区,,,
"108.365671, 22.793536",x,x,,,Guangxi Business Association of Canada,加拿大广西总商会,Guangxi Department of Commerce,广西壮族自治区商务厅,Canada,Trade,每年负责为中国-东盟博览会在加拿大组织商务团回南宁参加博览会，组织加拿大三级政府和民间商务代表团到访广西考察、学习、交流等商务活动。,Guangxi,2017-07-04,Guangxi,http://www.gbac.ca/localities/%E5%8A%A0%E6%8B%BF%E5%A4%A7%E5%B9%BF%E8%A5%BF%E6%80%BB%E5%95%86%E4%BC%9A,http://www.gbac.ca/zh-hans/localities/%E5%8A%A0%E6%8B%BF%E5%A4%A7%E5%B9%BF%E8%A5%BF%E6%80%BB%E5%95%86%E4%BC%9A,广西壮族自治区南宁市青秀区 青山路18号青秀山庄F6栋,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,广西壮族自治区,,,
"121.404922, 31.202528",x,x,,,Gunma Industry Organization,日本公益财团法人群马县产业支援机构,Shanghai Commission of Commerce,上海市商务委员会,Japan,Trade,从事有关在华贸易和投资方面的信息交流，为促进两地间经贸往来进行业务联系。,Shanghai,2017-10-26,China,,http://gunmash.cn/about/index.html,上海市长宁区 延安西路2201号上海国际贸易中心24楼2410室,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"112.882938, 28.230405",x,x,,,Gunuo Maijiside,贾诺•麦基斯得,Hunan Department of Science and Technology,湖南省科技厅,Italy,Trade,1、搭建意大利与湖南沟通的桥梁。通过组织意大利当地企业家来湖南或者湖南赴意大利的交流对接活动，让更多意大利当地企业家了解到湖南，吸引意大利本土企业来湖南投资发展； 2、协助意大利本土企业与湖南高新技术企业的技术对接； 3、加强双方技术贸易和商品贸易交流； 4、协助湖南赴意大利和其他欧洲国家开展科技培训、科技考察、教育交流等； 5、协助湖南或意大利本土企业寻找当地合作伙伴。,Hunan,2019-05-22,Hunan,N/A,N/A,湖南省长沙市岳麓区 长沙高新区麓谷大道662号长沙软件园后栋长沙高新区国际科技商务平台二楼025办公室,29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,1,1,湖南省,,,
"121.401552, 31.201653",x,x,,,Gwangju Economic and Hiring Revitalization Institute,韩国（财）光州广域市经济雇佣振兴院,Shanghai Commission of Commerce,上海市商务委员会,South Korea,Trade,市场调研、产品介绍、政策咨询、联络等业务。,Shanghai,2017-10-26,China,http://www.kcab.or.kr/servlet/kcab_adm/memberauth/5000,,上海市长宁区 上海市长宁区延安西路2299号10A39、10A41室,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,0,中国境内,,,
"106.532407, 29.581934",x,x,1,,Gyonggido Business & Science Accelerator (Chongqing),韩国（财）京畿道经济科学振兴院,Chongqing Commission of Commerce,重庆市商务委员会,South Korea,"Economic Development, Trade",从事有关在华贸易和投资方面的信息交流、市场调研，为促进两地经贸往来进行业务联络。,Chongqing,2017-06-22,Chongqing,,,重庆市江北区洋河一路68号1幢16-6,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,重庆市,,,
"113.32547, 23.142983",x,x,1,,Gyonggido Business & Science Accelerator (Guangdong),韩国（财）京畿道经济科学振兴院,Guangdong Department of Commerce,广东省商务厅,South Korea,"Economic Development, Trade",从事有关在华贸易和投资方面的信息交流、市场调研，为促进两地间经贸往来进行业务联络。,Guangdong,2017-03-29,Guangdong,,,广东省广州市天河区 天河北路233号中信广场3201室,3,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,1,广东省,,,
"123.393568, 41.790098",x,x,1,,Gyonggido Business & Science Accelerator (Liaoning),韩国（财）京畿道经济科学振兴院,Liaoning Department of Commerce,辽宁省商务厅	,South Korea,"Economic Development, Trade",开展与所隶属外国企业（组织）相关的非营利性活动,Liaoning,2017-06-12,"Beijing, Hebei, Heilongjiang, Inner Mongolia, Jilin, Liaoning, Shanxi, Tianjin",,,辽宁省沈阳市和平区 胜利南街61号,6,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,,1,,,,,,,,1,1,,,,1,,,1,1,,,,,,1,,1,,,,,,,2,8,"吉林省,天津市,辽宁省,山西省,内蒙古自治区,黑龙江省,河北省,北京市",,,
"121.402282, 31.201937",x,x,1,,Gyonggido Business & Science Accelerator (Shanghai),韩国（财）京畿道经济科学振兴院,Shanghai Commission of Commerce,上海市商务委员会,South Korea,"Economic Development, Trade",从事有关在华贸易和投资方面的信息交流、市场调研，为促进两地间经贸往来进行业务联络。,Shanghai,2017-05-31,"Anhui, Fujian, Gansu, Jiangsu, Jiangxi, Ningxia, Qinghai, Shaanxi, Shandong, Shanghai, Xinjiang, Zhejiang",https://china.vdma.org/home,,上海市长宁区延安西路2299号上海世贸商城11楼展示间11C50、C52、C54、C56、C58,5,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,1,,,,1,,,1,1,,,,,,,,,,,1,1,,,1,1,1,1,1,,,,,1,,,1,,2,12,上海市、江苏省、浙江省、安徽省、福建省、江西省、山东省、陕西省、甘肃省、青海省、宁夏回族自治区、新疆维吾尔自治区,,,
"121.470667, 31.210376",x,x,1,,Habitat for Humanity Hong Kong (Shanghai),香港仁人家园有限公司,Shanghai Bureau of Civil Affairs,上海市民政局,Hong Kong,"Aging, Civil Society Capacity-Building, Disaster Relief, Infrastructure, International Relations/Exchange, Poverty Alleviation",防灾减灾救灾的款物捐赠、国际交流与合作，社会救助的组织实施等辅助性工作，志愿服务；服务的群体包括有居家改进需求的低收入家庭，贫困老年人等。,Shanghai,2018-04-27,"Anhui, Guangdong, Guangxi, Jiangsu, Shanghai, Zhejiang",,http://habitat.org.hk/home-hk/,上海市黄浦区 建国中路29号1003室,16,1,,,,1,,1,,,,,,,,,1,1,,,,,,1,,,,,,,,,,1,,,,,1,1,,,,,,,,,1,,,,,,,,1,,,,,,,,1,,6,6,"上海市,江苏省,浙江省,安徽省,广东省,广西壮族自治区",,,
"104.086424, 30.660803",x,x,1,,Habitat for Humanity Hong Kong (Sichuan),香港仁人家园有限公司,Sichuan Department of Poverty Alleviation and Immigration,四川省扶贫和移民工作局,Hong Kong,"Disaster Relief, Infrastructure, Poverty Alleviation",提供与改善贫困家庭居住条件、济困救灾等有关的服务，包括通过提供资金、物资、技术和志愿者服务帮助贫困家庭新建或维修住房，以及改善社区的水、卫生和其他公共设施，从而改善其居住条件、增强其应对灾害和摆脱贫困的能力。,Sichuan,2017-06-21,Sichuan,,http://habitat.org.hk/home-hk/,成都市锦江区红星路二段庆云南街69号红星国际3栋12楼1号房,6,,,,,,,1,,,,,,,,,1,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,3,1,四川省,,,
"102.71656, 25.071923",x,x,1,,Habitat for Humanity Hong Kong (Yunnan),香港仁人家园有限公司,Yunnan Department of Civil Affairs,云南省民政厅,Hong Kong,"Disaster Relief, Infrastructure, Rural Issues/Development",与在滇公益性事业单位及社会组织合作，配合政府的防灾减灾及危旧房改造项目，提供资金、物资、技术和志愿者服务，为项目地区农村低收入家庭新建或维修住房，以及改善社区的水、卫生和其他公共设施，从而改善其居住条件、增强其应对灾害的能力。配合政府在重大自然灾害后开展救灾及灾后重建项目。,Yunnan,2017-07-27,Yunnan,,http://habitat.org.hk/home-hk/,云南省昆明市盘龙区长青路96号翡翠湾2幢1006室,7,,,,,,,1,,,,,,,,,1,,,,,,,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,3,1,云南省,,,
